movieId,title
8644,Cool Hand Luke
8861,Cyrano de Bergerac
8985,Young Frankenstein
26558,Night on Earth
27846,Raise the Red Lantern
31658,The Great Dictator
34292,Fantasia
34405,High Noon
37386,The Big Sleep
42738,Heathers
44191,Somewhere in Time
48394,Ben-Hur
48516,This Is Spinal Tap
48774,Koyaanisqatsi
54286,Some Kind of Wonderful
54881,Indiana Jones and the Last Crusade
55232,Being There
55820,Gandhi
56174,The Unbearable Lightness of Being
59315,A Room with a View
60069,Real Genius
60684,Pink Floyd: The Wall
62733,The Killing Fields
65982,My Life as a Dog
68205,Forbidden Planet
68237,Field of Dreams
68358,The Man Who Would Be King
68791,Butch Cassidy and the Sundance Kid
68954,"Paris, Texas"
70286,Until the End of the World
71135,When Harry Met Sally...
71282,I Shot a Man in Vegas
72129,Parallel Sons
72998,Hype!
73268,Santa with Muscles
75985,Female Perversions
78499,Mad Dog Time
79057,Breathing Room
79132,Paris Was a Woman
79592,I'm Not Rappaport
80463,Blue Juice
80862,Kids of Survival
82461,Alien³
84772,An American Werewolf in London
84954,Amityville: It's About Time
85414,Amityville 3-D
87232,Amityville: Dollhouse
88744,Amityville: A New Generation
89470,Amityville II: The Possession
89745,The Amityville Horror
90345,The Amityville Curse
93563,Blood for Dracula
94777,April Fool's Day
94864,Audrey Rose
95875,The Believers
96737,The Birds
98122,The Blob
101864,Blood Beach
102070,Body Parts
103042,The Body Snatcher
103228,Dracula
103249,Bride of Frankenstein
103253,Burnt Offerings
106920,Candyman
108945,Cape Fear
110102,Cape Fear
111235,Carrie
111362,Cat People
111759,A Nightmare on Elm Street
112552,Nosferatu
112623,Vampire in Venice
112852,The Omen
114180,Blood and Wine
115713,Albino Alligator
119145,The Mirror Has Two Faces
120466,Breaking the Waves
122892,Nightwatch
122904,Star Trek: First Contact
134130,Shine
134853,Sling Blade
135567,Jingle All the Way
135569,Identification of a Woman
356,Paradise Lost: The Child Murders at Robin Hood Hills
593,The Preacher's Wife
597,Zero Kelvin
1089,Ridicule
1753,The Crucible
2109,101 Dalmatians
3210,The Forbidden Christ
3987,I Can't Sleep
4020,Die Hard 2
4023,Star Trek: The Motion Picture
4143,Star Trek VI: The Undiscovered Country
4149,Star Trek V: The Final Frontier
4155,Star Trek II: The Wrath of Khan
4159,Star Trek III: The Search for Spock
4161,Star Trek IV: The Voyage Home
4226,Batman Returns
4228,Young Guns
4239,Young Guns II
4247,Grease
4265,Grease 2
4270,Marked for Death
4310,Adrenalin: Fear the Rush
4718,The Substance of Fire
4745,Under Siege
81,Terror in a Texas Town
912,Jaws
1193,Jaws 2
1270,Jaws 3-D
1295,My Fellow Americans
3005,Mars Attacks!
327,Citizen Ruth
481,Jerry Maguire
880,Raising Arizona
1125,Tin Men
1175,Sneakers
1292,Bastard Out of Carolina
1298,In Love and War
1411,Marvin's Room
2108,Somebody Is Waiting
2109,Ghosts of Mississippi
2160,Night Falls on Manhattan
2371,Beavis and Butt-Head Do America
2378,La Cérémonie
2948,Scream
3868,The Last of the Mohicans
1,Michael
39,The Evening Star
150,Hamlet
161,Some Mother's Son
216,The Whole Wide World
260,Mother
296,Thieves
344,Evita
345,The Portrait of a Lady
364,Walkabout
367,Message to Love: The Isle of Wight Festival
370,Murder at 1600
410,Hearts and Minds
480,Inside
520,Fierce Creatures
551,Zeus & Roxanne
588,Turbulence
595,Angel Baby
741,First Strike
780,Underworld
858,Beverly Hills Ninja
899,Metro
908,The Machine
911,Falling in Love Again
912,The Cement Garden
915,Dante's Peak
919,Meet Wally Sparks
920,Amos & Andrew
936,Benny & Joon
946,Prefontaine
1025,A Tickle in the Heart
1028,Guantanamera
1031,McHale's Navy
1080,Kolya
1136,Gridlock'd
1148,Fire on the Mountain
1196,Waiting for Guffman
1197,Prisoner of the Mountains
1210,The Beautician and the Beast
1220,SubUrbia
1221,Hotel de Love
1230,The Pest
1234,Fools Rush In
1265,Touch
1270,Absolute Power
1422,That Darn Cat
1485,Vegas Vacation
1517,Unforgotten: Twenty-Five Years After Willowbrook
1527,That Old Feeling
1566,Lost Highway
1573,Rosewood
1580,Donnie Brasco
1588,Salut cousin !
1617,Booty Call
1682,Rhyme & Reason
1688,Boys Life 2
1701,City of Industry
1704,Best Men
1732,Jungle 2 Jungle
1907,Kama Sutra - A Tale of Love
2010,Private Parts
2078,Love Jones
2081,The Saint
2087,Smilla's Sense of Snow
2089,The Van
2124,Crash
2141,The Daytrippers
2174,Liar Liar
2291,The Quiet Room
2294,Selena
2325,The Devil's Own
2355,Cats Don't Dance
2394,B.A.P.S.
2571,Love and Other Catastrophes
2617,Turbo: A Power Rangers Movie
2628,Anna Karenina
2657,Double Team
2687,Inventing the Abbotts
2700,Anaconda
2701,Grosse Pointe Blank
2716,Keys to Tulsa
2746,Kissed
2843,8 Heads in a Duffel Bag
2959,Hollow Reed
2987,Paradise Road
3000,Traveller
3033,All Over Me
3034,A Brother's Kiss
3114,A Chef in Love
3147,Romy and Michele's High School Reunion
3159,Temptress Moon
3176,Volcano
3408,Children of the Revolution
3462,Austin Powers: International Man of Mystery
3481,Breakdown
3671,Broken English
3751,Commandments
3752,Ripe
3793,"Truth or Consequences, N.M."
3869,The Turning
4016,Warriors of Virtue
4027,Fathers' Day
4223,The Fifth Element
4246,Intimate Relations
4270,Nowhere
4306,Losing Chase
4728,Sprung
4754,The Promise
4881,Le Bonheur
4886,Love! Valour! Compassion!
4896,Shall We Dance?
4963,The Second Jungle Book: Mowgli & Baloo
4973,Twin Town
4979,Addicted to Love
4993,Brassed Off
5218,The Designated Mourner
5299,The Lost World: Jurassic Park
5349,Ponette
5378,Schizopolis
5459,Shiloh
5481,The War at Home
5618,Rough Magic
5669,Trial and Error
5816,Buddy
5902,Con Air
5952,Late Bloomers
5971,The Pillow Book
5989,To Have (Or Not)
6283,Speed 2: Cruise Control
6365,Squeeze
6377,Sudden Manhattan
6440,The Next Step
6539,Wedding Bell Blues
6579,Batman & Robin
6584,Dream with the Fishes
6662,Roseanna's Grave
6711,Head Above Water
6874,Hercules
6993,The Last Time I Committed Suicide
7034,MURDER and murder
7153,My Best Friend's Wedding
7323,Tetsuo II: Body Hammer
7361,When the Cat's Away
7367,Contempt
7373,Face/Off
7438,Fall
7762,Gabbeh
8360,Mondo
8368,The Innocent Sleep
8464,For Ever Mozart
8622,Men in Black
26491,Out to Sea
27800,Wild America
30793,A Simple Wish
31878,Contact
32587,Love Serenade
33493,G.I. Jane
33615,Conan the Barbarian
33794,George of the Jungle
34048,Cop Land
40815,Event Horizon
46530,Spawn
46578,Air Bud
46976,Picture Perfect
48059,In the Company of Men
48385,Free Willy 3: The Rescue
49272,Career Girls
50872,Conspiracy Theory
51662,Desperate Measures
52885,Steel
53121,She's So Lovely
53894,Hoodlum
54001,Leave it to Beaver
54272,Mimic
55442,Money Talks
56367,Excess Baggage
58559,Kull the Conqueror
59141,Air Force One
59315,One Eight Seven
59784,The Hunt for Red October
59900,My Own Private Idaho
60069,"Kiss Me, Guido"
60950,Star Maps
61236,In & Out
61323,The Edge
63113,The Peacemaker
64620,L.A. Confidential
64839,Seven Years in Tibet
65261,Kiss the Girls
66934,Soul Food
67997,Kicked in the Head
68157,Wishmaster
68954,A Thousand Acres
69604,The Game
69757,Fire Down Below
70286,U Turn
71464,The Locusts
72011,The Matchmaker
72226,The Assignment
72998,A Smile Like Yours
74789,Ulee's Gold
76251,The Ice Storm
79132,Stag
79702,Chasing Amy
80463,Def Jam's How to Be a Player
80834,The Full Monty
81845,Alive and Kicking
81847,Mrs Brown
82459,I Know What You Did Last Summer
83349,The Devil's Advocate
84944,RocketMan
84954,Playing God
86882,The House of Yes
89302,"Fast, Cheap & Out of Control"
89745,Washington Square
89753,Telling Lies In America
89804,Year of the Horse
90746,Gattaca
90866,FairyTale: A True Story
91077,Phantoms
91529,Swept from the Sea
91622,Wonderland
94677,A Life Less Ordinary
94959,Hurricane Streets
95167,Eve's Bayou
95311,Switchback
95654,Gang Related
96079,Stripes
96588,Nenette and Boni
97913,Bean
98809,Hugo Pool
103042,Mad City
104283,One Night Stand
106696,The Tango Lesson
109374,Welcome to Sarajevo
110102,Deceiver
111364,The Rainmaker
111587,Boogie Nights
111589,Witness
112290,Incognito
113315,Starship Troopers
113345,Critical Care
113741,The Joy Luck Club
117529,Chairman of the Board
117861,Sliding Doors
118696,Mortal Kombat: Annihilation
122886,The Truman Show
122900,The Wings of the Dove
122904,Mrs. Dalloway
122920,"I Love You, I Love You Not"
128360,Red Corner
128520,The Jackal
129659,Anastasia
129779,The Man Who Knew Too Little
130073,Alien: Resurrection
133653,Alien Escape
134853,Amistad
135456,The Apostle
136020,Artemisia
139859,Bent
139861,Bang
139863,The Boys
141858,The Butcher Boy
148855,Deconstructing Harry
150548,Flubber
152081,For Richer or Poorer
155064,Good Will Hunting
166528,Guy
168434,Tar
168612,Home Alone 3
519,Ill Gotten Gains
1645,Man of Her Dreams
2006,Midnight in the Garden of Good and Evil
2087,MouseHunt
2136,Never Met Picasso
2380,Office Killer
2402,Other Voices Other Rooms
2533,Scream 2
2687,Stranger in the House
2826,The Sweet Hereafter
3006,Time Tracers
3703,Titanic
4643,Tomorrow Never Dies
5418,Twisted
6383,Full Speed
31696,The Education of Little Tree
33166,The Postman
33794,The Horse Whisperer
53953,The Winter Guest
60609,Jackie Brown
62374,Kundun
63033,Mr. Magoo
63853,The Big Lebowski
65088,Afterglow
66156,My Life in Pink
67197,Great Expectations
67799,3 Ninjas: High Noon at Mega Mountain
67867,Men of Means
67923,Caught Up
68135,Arguing the World
68319,Firestorm
68358,Senseless
48,Wag the Dog
110,Dark City
163,The Leading Man
172,Star Kid
260,Hard Rain
282,Half Baked
342,Fallen
356,Shooting Fish
370,The Prophecy II
457,Fallen Angels
466,Four Days in September
543,Spice World
552,Deep Rising
1380,Tainted
1396,A Letter from Death Row
1485,Music from Another Room
1610,Mother and Son
2054,The Replacement Killers
2194,B. Monkey
2268,The Night Flier
2406,Blues Brothers 2000
2502,Tokyo Fist
2571,Ride
2640,The Wedding Singer
2657,Sphere
2683,Ayn Rand: A Sense of Life
2706,A Further Gesture
2716,Little City
2858,Palmetto
2890,As Good as It Gets
2916,King of New York
3114,A Paralyzing Fear: The Story of Polio in America
3751,Men with Guns
3753,Twilight
3897,U.S. Marshals
4993,Welcome to Woop Woop
5445,Love and Death on Long Island
5952,Midaq Alley
527,In God's Hands
1104,Everest
1193,Hush
1197,Suicide Kings
1198,The Man in the Iron Mask
1956,The Newton Boys
2028,Wild Things
2116,Paulie
2993,"A Cool, Dry Place"
3334,Fireworks
3702,Primary Colors
4993,"Niagara, Niagara"
1,Wide Awake
2,A Price Above Rubies
6,Eden
16,Two Girls and a Guy
17,No Looking Back
21,Storefront Hitchcock
25,The Proposition
26,The Object of My Affection
32,Meet the Deedles
34,Homegrown
36,The Players Club
39,Barney's Great Adventure
45,The Big One
47,Chinese Box
50,Lost in Space
52,Heaven's Burning
57,Mercury Rising
58,The Spanish Prisoner
62,City of Angels
73,The Last Days of Disco
86,The Odd Couple II
101,My Giant
104,He Got Game
110,The Gingerbread Man
111,Illtown
112,Slappy and the Stinkers
147,Live Flesh
162,Zero Effect
164,Nil by Mouth
175,Ratchet
176,The Borrowers
194,Prince Valiant
198,"I Love You, Don't Touch Me!"
232,Leather Jacket Love Story
233,Love Walked In
235,"An Alan Smithee Film: Burn, Hollywood, Burn"
246,Kissing a Fool
260,Krippendorf's Tribe
261,Kurt & Courtney
265,The Real Blonde
266,Mr. Nice Guy
293,Taste of Cherry
296,Character
299,Junk Mail
300,Species II
307,Major League: Back to the Minors
317,Sour Grapes
318,Wild Man Blues
319,The Big Hit
322,Tarzan and the Lost City
337,Black Dog
349,"Dancer, Texas Pop. 81"
352,A Friend of the Deceased
356,Go Now
367,Les Misérables
372,Still Breathing
377,Clockwatchers
383,Deep Impact
388,Little Men
412,Woo
416,The Hanging Garden
417,Lawn Dogs
428,Quest for Camelot
431,Godzilla
440,Bulworth
441,Fear and Loathing in Las Vegas
443,The Opposite of Sex
446,I Got the Hook Up
448,Almost Heroes
454,Hope Floats
457,Insomnia
471,Little Boy Blue
480,The Ugly
481,A Perfect Murder
482,Beyond Silence
497,Six Days Seven Nights
507,Can't Hardly Wait
508,Cousin Bette
524,High Art
527,The Land Girls
541,Passion in the Desert
550,Children of Heaven
553,Dear Jesse
555,Dream for an Insomniac
562,Hav Plenty
574,Henry Fool
587,Marie from the Bay of Angels
588,Mr. Jealousy
589,Mulan
590,Resurrection Man
592,The X Files
593,I Went Down
595,Doctor Dolittle
597,Out of Sight
608,Picnic at Hanging Rock
648,Smoke Signals
714,Voyage to the Beginning of the World
728,Buffalo '66
733,Armageddon
778,Lethal Weapon 4
781,Madeline
785,Small Soldiers
788,Pi
832,Whatever
838,There's Something About Mary
852,Plan 9 from Outer Space
858,Wings
904,The Broadway Melody
924,All Quiet on the Western Front
986,Cimarron
994,Grand Hotel
1036,Cavalcade
1042,Mutiny on the Bounty
1054,The Great Ziegfeld
1060,The Life of Emile Zola
1073,You Can't Take It With You
1079,How Green Was My Valley
1080,Mrs. Miniver
1084,Going My Way
1088,The Lost Weekend
1089,The Best Years of Our Lives
1090,Gentleman's Agreement
1091,Hamlet
1094,All the King's Men
1097,The Greatest Show on Earth
1101,From Here to Eternity
1120,On the Waterfront
1125,Marty
1127,West Side Story
1136,Tom Jones
1147,A Man for All Seasons
1179,In the Heat of the Night
1185,Oliver!
1186,Midnight Cowboy
1188,The French Connection
1191,Rocky
1193,Kramer vs. Kramer
1196,Ordinary People
1197,Chariots of Fire
1198,Terms of Endearment
1200,Out of Africa
1201,The Last Emperor
1204,Rain Man
1207,Driving Miss Daisy
1208,Take the Money and Run
1210,Klute
1213,Repo Man
1214,Metropolitan
1219,Labyrinth
1220,The Breakfast Club
1221,A Nightmare on Elm Street Part 2: Freddy's Revenge
1222,A Nightmare on Elm Street 3: Dream Warriors
1225,A Nightmare on Elm Street 4: The Dream Master
1228,A Nightmare on Elm Street 5: The Dream Child
1230,Freddy's Dead: The Final Nightmare
1231,Friday the 13th
1233,Friday the 13th Part 2
1235,Friday the 13th Part III
1240,Friday the 13th: The Final Chapter
1242,Friday the 13th: A New Beginning
1243,Friday the 13th Part VI: Jason Lives
1245,Friday the 13th Part VII: The New Blood
1246,Friday the 13th Part VIII: Jason Takes Manhattan
1247,Halloween
1249,Halloween II
1257,Halloween III: Season of the Witch
1258,Halloween 4: The Return of Michael Myers
1259,Halloween 5: The Revenge of Michael Myers
1265,Prom Night
1266,Hello Mary Lou: Prom Night II
1268,Prom Night III: The Last Kiss
1270,Prom Night IV: Deliver Us from Evil
1271,Child's Play
1272,Child's Play 2
1275,Child's Play 3
1276,Poltergeist
1287,Poltergeist II: The Other Side
1288,Poltergeist III
1291,The Exorcist
1293,Exorcist II: The Heretic
1297,The Exorcist III
1298,Lethal Weapon
1300,Lethal Weapon 2
1302,Lethal Weapon 3
1304,Gremlins
1305,Gremlins 2: The New Batch
1307,The Goonies
1323,The Mask of Zorro
1326,Polish Wedding
1347,"This World, Then the Fireworks"
1354,Soylent Green
1357,Metropolis
1358,Back to the Future Part II
1370,Back to the Future Part III
1373,The Poseidon Adventure
1375,Freaky Friday
1376,The Absent-Minded Professor
1378,The Apple Dumpling Gang Rides Again
1381,Babes in Toyland
1387,Bambi
1389,Seven Samurai
1393,Dangerous Liaisons
1394,Dune
1408,The Last Temptation of Christ
1441,The Godfather: Part III
1446,The Rapture
1447,Lolita
1449,Disturbing Behavior
1466,Jane Austen's Mafia!
1488,Saving Private Ryan
1500,Billy's Hollywood Screen Kiss
1527,East Palace West Palace
1542,The Million Dollar Duck
1580,The Barefoot Executive
1587,The Black Cauldron
1594,The Black Hole
1600,Blackbeard's Ghost
1610,Blank Check
1611,Candleshoe
1617,The Cat from Outer Space
1619,Cheetah
1649,The Computer Wore Tennis Shoes
1653,Condorman
1673,D2: The Mighty Ducks
1674,Darby O'Gill and the Little People
1704,The Devil and Max Devlin
1721,A Far Off Place
1729,Flight of the Navigator
1735,The Gnome-Mobile
1747,The Great Mouse Detective
1777,The Happiest Millionaire
1784,Herbie Goes Bananas
1797,Herbie Goes To Monte Carlo
1805,Hocus Pocus
1810,Honey I Blew Up the Kid
1836,"Honey, I Shrunk the Kids"
1840,Hot Lead & Cold Feet
1848,In Search of the Castaways
1873,The Incredible Journey
1894,The Negotiator
1895,The Parent Trap
1912,BASEketball
1914,Full Tilt Boogie
1921,The Governess
1923,Seventh Heaven
1947,Roger & Me
1952,The Purple Rose of Cairo
1954,Out of the Past
1956,Doctor Zhivago
1958,Fanny & Alexander
1959,The Trip to Bountiful
1960,Tender Mercies
1961,And the Band Played On
1962,The 'Burbs
1963,Fandango
1968,The Night Porter
1969,Mephisto
1970,Blue Velvet
1972,The Journey of Natty Gann
1974,The Jungle Book
1976,Kidnapped
1977,Lady and the Tramp
1978,The Little Mermaid
1979,The Mighty Ducks
1980,The Muppet Christmas Carol
1981,Newsies
1982,One Hundred and One Dalmatians
1983,One Magic Christmas
1984,Peter Pan
1985,Popeye
1986,The Rescuers Down Under
1989,The Rescuers
1994,Return from Witch Mountain
1995,The Return of Jafar
1996,Return to Oz
2000,The Rocketeer
2001,The Shaggy D.A.
2003,Sleeping Beauty
2005,Something Wicked This Way Comes
2006,Son of Flubber
2011,Song of the South
2012,Splash
2021,Squanto: A Warrior's Tale
2028,Steamboat Willie
2050,Tall Tale
2054,Tex
2058,Tron
2064,Swing Kids
2065,Halloween: H20
2072,L.A. Story
2100,The Jerk
2105,Dead Men Don't Wear Plaid
2106,The Man with Two Brains
2108,Grand Canyon
2109,Graveyard Shift
2115,The Outsiders
2121,Indiana Jones and the Temple of Doom
2122,The Lord of the Rings
2144,Nineteen Eighty-Four
2145,The Dead Zone
2146,Maximum Overdrive
2147,Needful Things
2150,Cujo
2151,Children of the Corn
2161,All Dogs Go to Heaven
2162,The Addams Family
2166,Ever After: A Cinderella Story
2174,Snake Eyes
2193,"First Love, Last Rites"
2194,Safe Men
2245,The Saltmen of Tibet
2247,Atlantic City
2248,Autumn Sonata
2253,Who's Afraid of Virginia Woolf?
2259,Adventures in Babysitting
2261,Weird Science
2268,Doctor Dolittle
2273,The Nutty Professor
2282,Charlotte's Web
2289,Watership Down
2291,The Secret of NIMH
2294,The Dark Crystal
2295,An American Tail
2301,An American Tail: Fievel Goes West
2302,Legend
2305,Sixteen Candles
2320,Pretty in Pink
2321,St. Elmo's Fire
2324,The Clan of the Cave Bear
2329,House
2331,House II: The Second Story
2333,The Gods Must Be Crazy
2336,The Gods Must Be Crazy II
2348,Air Bud: Golden Receiver
2352,The Avengers
2355,How Stella Got Her Groove Back
2368,Slums of Beverly Hills
2369,The Best Man
2371,The Chambermaid on the Titanic
2372,"Henry II, Portrait of a Serial Killer"
2375,Henry: Portrait of a Serial Killer
2376,Rosemary's Baby
2378,The NeverEnding Story
2379,The Neverending Story II: The Next Chapter
2380,Attack of the Killer Tomatoes!
2381,Surf Nazis Must Die
2382,Your Friends & Neighbors
2383,Return to Paradise
2394,Blade
2395,Dance with Me
2396,Dead Man on Campus
2402,Wrongfully Accused
2403,Next Stop Wonderland
2404,All I Wanna Do
2405,The Navigator: A Medieval Odyssey
2406,Beetlejuice
2408,Déjà Vu
2410,Rope
2411,Family Plot
2413,Frenzy
2416,Topaz
2420,Torn Curtain
2422,Marnie
2423,The Wrong Man
2427,The Man Who Knew Too Much
2435,The Trouble with Harry
2450,I Confess
2457,Strangers on a Train
2460,Stage Fright
2468,54
2469,I Married a Strange Person!
2470,Why Do Fools Fall In Love
2471,Keep the Aspidistra Flying
2474,See the Sea
2478,Willow
2513,The Untouchables
2517,Dirty Work
2539,Knock Off
2542,Firelight
2571,Modulations
2572,Phoenix
2581,Under Capricorn
2596,The Paradine Case
2599,Lifeboat
2600,Shadow of a Doubt
2615,Saboteur
2640,Mr. & Mrs. Smith
2641,Suspicion
2642,Jamaica Inn
2643,The Lady Vanishes
2657,Young and Innocent
2671,Sabotage
2677,Secret Agent
2686,The Man Who Knew Too Much
2687,Waltzes from Vienna
2692,Number Seventeen
2701,Rich and Strange
2702,The Skin Game
2706,Elstree Calling
2716,Juno and the Paycock
2717,Murder!
2734,The Manxman
2735,Blackmail
2739,Champagne
2743,The Farmer's Wife
2745,Downhill
2746,Easy Virtue
2749,The Ring
2754,The Lodger: A Story of the London Fog
2758,The Pleasure Garden
2762,Rounders
2770,Cube
2771,Digging to China
2772,Let's Talk About Sex
2791,One Man's Hero
2792,Simon Birch
2794,Without Limits
2795,Seven Beauties
2797,Swept Away
2815,My Bodyguard
2816,Class
2819,"Grandview, U.S.A."
2858,Broadcast News
2871,The Allnighter
2878,Working Girl
2890,Stars & Bars
2891,Married to the Mob
2902,Say Anything...
2903,My Blue Heaven
2908,Men Don't Leave
2915,The Cabinet of Dr. Ramirez
2916,Hero
2917,Toys
2918,Choices
2926,Young Doctors in Love
2928,Parasite
2942,No Small Affair
2947,Blame It on Rio
2950,Wisdom
2952,One Crazy Summer
2959,About Last Night...
2966,The Seventh Sign
2968,We're No Angels
2976,Nothing but Trouble
2985,The Butcher's Wife
2987,Mortal Thoughts
2989,A Few Good Men
2990,Indecent Proposal
2991,Permanent Midnight
2997,One True Thing
3006,Rush Hour
3014,Lilian's Story
3017,Six-String Samurai
3019,A Soldier's Daughter Never Cries
3033,Somewhere in the City
3040,Ronin
3041,Urban Legend
3042,Clay Pigeons
3052,Monument Ave.
3060,Pecker
3071,The Sheltering Sky
3072,Bandit Queen
3074,If....
3081,The Fiendish Plot of Dr. Fu Manchu
3087,Them!
3098,The Thing
3100,The Player
3101,Stardust Memories
3102,Edward Scissorhands
3105,Overnight Delivery
3108,Shadrach
3114,Antz
3129,The Impostors
3135,A Night at the Roxbury
3142,What Dreams May Come
3147,Strangeland
3148,The Battle of the Sexes
3157,The Producers
3160,History of the World: Part I
3168,My Cousin Vinny
3169,Nashville
3174,Love Is the Devil: Study for a Portrait of Francis Bacon
3175,Slam
3177,Holy Man
3178,One Tough Cop
3182,Detroit 9000
3186,The Inheritors
3197,The Mighty
3198,2010
3206,Children of a Lesser God
3210,The Elephant Man
3250,Beloved
3252,Bride of Chucky
3253,Practical Magic
3255,The Alarmist
3256,Happiness
3259,Reach The Rock
3267,Apt Pupil
3270,Pleasantville
3271,Soldier
3273,The Cruise
3276,Life Is Beautiful
3285,Orgazmo
3286,Shattered Image
3298,Tales from the Darkside: The Movie
3300,Vampires
3301,American History X
3317,Hands on a Hard Body: The Documentary
3324,Living Out Loud
3328,Belly
3347,Gods and Monsters
3360,The Siege
3361,The Waterboy
3363,Elizabeth
3386,Velvet Goldmine
3387,I Still Know What You Did Last Summer
3388,I'll Be Home for Christmas
3391,Meet Joe Black
3394,Dancing at Lughnasa
3396,Hard Core Logo
3398,The Naked Man
3408,Runaway Train
3412,Desert Bloom
3418,The Stepford Wives
3421,The Pope of Greenwich Village
3422,Sid & Nancy
3423,Mona Lisa
3424,Heart Condition
3431,Nights of Cabiria
3438,The Big Chill
3441,Enemy of the State
3448,The Rugrats Movie
3450,A Bug's Life
3452,Celebrity
3476,Central Station
3478,Savior
3479,Waking Ned
3481,The Celebration
3484,Pink Flamingos
3489,Glen or Glenda
3498,Godzilla
3499,Godzilla 1985
3502,King Kong vs. Godzilla
3505,King Kong
3510,King Kong
3512,King Kong Lives
3524,Desperately Seeking Susan
3526,The Emerald Forest
3527,Fletch
3534,Fletch Lives
3543,Red Sonja
3552,Gung Ho
3555,The Money Pit
3556,A View to a Kill
3578,Lifeforce
3591,Police Academy
3593,Police Academy 2: Their First Assignment
3608,Police Academy 3: Back in Training
3614,Police Academy 4: Citizens on Patrol
3617,Police Academy 5: Assignment Miami Beach
3618,Police Academy 6: City Under Siege
3623,Babe: Pig in the City
3624,Home Fries
3635,Ringmaster
3646,Very Bad Things
3653,Steam: The Turkish Bath
3671,Psycho
3682,Little Voice
3683,A Simple Plan
3688,Jack Frost
3689,Star Trek: Insurrection
3690,The Prince of Egypt
3695,Rushmore
3698,Shakespeare in Love
3699,Mass Appeal
3702,Miracle on 34th Street
3703,Santa Claus: The Movie
3704,Prancer
3707,Pale Rider
3708,Rambo: First Blood Part II
3717,First Blood
3745,Rambo III
3751,The Jewel of the Nile
3753,Romancing the Stone
3755,Cocoon
3768,Cocoon: The Return
3785,Rocky II
3793,Rocky III
3809,Rocky IV
3844,Rocky V
3861,Clue
3868,Young Sherlock Holmes
3897,Violets Are Blue
3911,Back to School
3939,Heartburn
3941,Nothing in Common
3961,Extremities
3962,The Karate Kid
3969,"The Karate Kid, Part II"
3984,"The Karate Kid, Part III"
3985,National Lampoon's Christmas Vacation
3991,You've Got Mail
3999,The General
4002,The Theory of Flight
4003,The Thin Red Line
4005,The Faculty
4007,Mighty Joe Young
4008,Mighty Joe Young
4010,Patch Adams
4019,Stepmom
4022,A Civil Action
4031,Down in the Delta
4034,Hurlyburly
4039,Tea with Mussolini
4041,Wilde
4047,Outside Ozona
4062,Affliction
4066,Another Day in Paradise
4067,The Hi-Lo Country
4084,Hilary and Jackie
4085,Playing by Heart
4086,24 7: Twenty Four Seven
4091,At First Sight
4100,In Dreams
4102,Varsity Blues
4103,Virus
4104,The Garbage Pail Kids Movie
4109,Howard the Duck
4111,The Gate
4124,The Gate II: Trespassers
4125,The Boy Who Could Fly
4126,The Fly
4128,The Fly
4132,The Fly II
2,Running Scared
10,Armed and Dangerous
19,The Texas Chain Saw Massacre
21,The Texas Chainsaw Massacre 2
44,Leatherface: Texas Chainsaw Massacre III
95,Texas Chainsaw Massacre: The Next Generation
150,Ruthless People
153,Trick or Treat
160,Deadly Friend
161,Belizaire the Cajun
208,The Name of the Rose
225,Jumpin' Jack Flash
231,Peggy Sue Got Married
292,Crocodile Dundee
296,Crocodile Dundee II
317,Tough Guys
318,Soul Man
339,The Color of Money
344,52 Pick-Up
356,Heartbreak Ridge
367,Firewalker
432,¡Three Amigos!
457,Gloria
480,Dry Cleaning
539,My Name Is Joe
553,Still Crazy
586,The Day of the Beast
587,Tinseltown
588,She's All That
590,The 24 Hour Woman
592,"Blood, Guts, Bullets and Octane"
593,Peeping Tom
597,Spanish Fly
1923,Payback
1977,Simply Irresistible
2478,20 Dates
2558,Comedian Harmonists
3450,The Last Days
1,Fantastic Planet
32,Blast from the Past
47,Message in a Bottle
50,My Favorite Martian
69,"God Said, 'Ha!'"
111,Jawbreaker
175,October Sky
260,Office Space
318,The Apple
356,200 Cigarettes
457,8MM
541,The Other Sister
588,Breakfast of Champions
589,The Breaks
590,Eight Days a Week
593,Just the Ticket
608,The Long Goodbye
858,The Ballad of Narayama
904,Pet Sematary
912,Pet Sematary II
919,Children of the Corn II: The Final Sacrifice
1089,Children of the Corn III: Urban Harvest
1103,Christine
1196,Night Shift
1197,House on Haunted Hill
1198,Airport
1207,Airport 1975
1210,Airport '77
1213,Rollercoaster
1221,The Towering Inferno
1243,Alligator
1258,Meteor
1259,Westworld
1267,Logan's Run
1270,Planet of the Apes
1304,Beneath the Planet of the Apes
1441,Battle for the Planet of the Apes
1653,Conquest of the Planet of the Apes
1834,Escape from the Planet of the Apes
1968,Avalanche
1997,Earthquake
2115,The Concorde... Airport '79
2139,Beyond the Poseidon Adventure
2174,The Dancemaker
2291,Analyze This
2450,The Corruptor
2495,Cruel Intentions
2502,"Lock, Stock and Two Smoking Barrels"
2528,Six Ways to Sunday
2571,The School of Flesh
2628,Relax... It's Just Sex
2640,The Deep End of the Ocean
2700,Harvest
2762,The Rage: Carrie 2
2791,Wing Commander
2792,The Haunting
2795,Dead Ringers
2797,My Boyfriend's Back
2804,Village of the Damned
2870,Children of the Damned
2916,Baby Geniuses
2959,Telling You
3052,I Stand Alone
